Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/react/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6Miwic2Vzc2lvbl9pZCI6MiwiaGFuZGxlIjoiZmlyc3RsYXN0MCIsImV4cCI6MTY1MDYzNTQwM30.qrY1tigxjGnY9FP2jXi3yxfi-R1ecYgj_cTrxQXcxYI HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6Miwic2Vzc2lvbl9pZCI6MiwiaGFuZGxlIjoiZmlyc3RsYXN0MCIsImV4cCI6MTY1MDYzNTQwM30.qrY1tigxjGnY9FP2jXi3yxfi-R1ecYgj_cTrxQXcxYI HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6Miwic2Vzc2lvbl9pZCI6MiwiaGFuZGxlIjoiZmlyc3RsYXN0MCIsImV4cCI6MTY1MDYzNTQwM30.qrY1tigxjGnY9FP2jXi3yxfi-R1ecYgj_cTrxQXcxYI HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:03] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6Miwic2Vzc2lvbl9pZCI6MiwiaGFuZGxlIjoiZmlyc3RsYXN0MCIsImV4cCI6MTY1MDYzNTQwM30.qrY1tigxjGnY9FP2jXi3yxfi-R1ecYgj_cTrxQXcxYI HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=0 HTTP/1.1" 400 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=True HTTP/1.1" 400 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token= HTTP/1.1" 400 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=str HTTP/1.1" 403 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6NDQsInNlc3Npb25faWQiOjIwMCwiaGFuZGxlIjoiZmlyc3RsYXN0IiwiZXhwIjoxNDQ4NDc0MzU1fQ.bFGzQQCVI0Vh3j_yQgyvcdunxFr7IQafc5wVqtxohMo HTTP/1.1" 403 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6NDQsInNlc3Npb25faWQiOjIwMCwiaGFuZGxlIjoiZmlyc3RsYXN0IiwiZXhwIjoyNTQ4NDc0MzU1fQ.vzs0uuGvzkLa1XxuZaKFIjLwFvGf_DoI9a_h73fD63w HTTP/1.1" 403 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /channel/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6Miwic2Vzc2lvbl9pZCI6MiwiaGFuZGxlIjoiZmlyc3RsYXN0MCIsImV4cCI6MTY1MDYzNTQwNH0.gm_iyA90XOGPc9lOTWVOj0uFU2gvjx1BHYpLL7F5Hek HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/react/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6Miwic2Vzc2lvbl9pZCI6MiwiaGFuZGxlIjoiZmlyc3RsYXN0MCIsImV4cCI6MTY1MDYzNTQwNH0.gm_iyA90XOGPc9lOTWVOj0uFU2gvjx1BHYpLL7F5Hek HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6MSwic2Vzc2lvbl9pZCI6MSwiaGFuZGxlIjoiZmlyc3RsYXN0IiwiZXhwIjoxNjUwNjM1NDA0fQ.66jJHwIUYDpo2c1OWrokkYiTeXW4vsE6_jTntuabWJo HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6Miwic2Vzc2lvbl9pZCI6MiwiaGFuZGxlIjoiZmlyc3RsYXN0MCIsImV4cCI6MTY1MDYzNTQwNH0.gm_iyA90XOGPc9lOTWVOj0uFU2gvjx1BHYpLL7F5Hek HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6MSwic2Vzc2lvbl9pZCI6MSwiaGFuZGxlIjoiZmlyc3RsYXN0IiwiZXhwIjoxNjUwNjM1NDA0fQ.66jJHwIUYDpo2c1OWrokkYiTeXW4vsE6_jTntuabWJo HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "GET /notifications/get/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6Miwic2Vzc2lvbl9pZCI6MiwiaGFuZGxlIjoiZmlyc3RsYXN0MCIsImV4cCI6MTY1MDYzNTQwNH0.gm_iyA90XOGPc9lOTWVOj0uFU2gvjx1BHYpLL7F5Hek HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:04] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "GET /search/v1?token=0&query_str=hewwo HTTP/1.1" 400 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "GET /search/v1?token=True&query_str=hewwo HTTP/1.1" 400 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "GET /search/v1?token=&query_str=hewwo HTTP/1.1" 400 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "GET /search/v1?token=not+right+string&query_str=hewwo HTTP/1.1" 403 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "GET /search/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6NDQsInNlc3Npb25faWQiOjIwMCwiaGFuZGxlIjoiZmlyc3RsYXN0IiwiZXhwIjoxNDQ4NDc0MzU1fQ.bFGzQQCVI0Vh3j_yQgyvcdunxFr7IQafc5wVqtxohMo&query_str=hewwo HTTP/1.1" 403 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "GET /search/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6NDQsInNlc3Npb25faWQiOjIwMCwiaGFuZGxlIjoiZmlyc3RsYXN0IiwiZXhwIjoyNTQ4NDc0MzU1fQ.vzs0uuGvzkLa1XxuZaKFIjLwFvGf_DoI9a_h73fD63w&query_str=hewwo HTTP/1.1" 403 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "GET /search/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6MSwic2Vzc2lvbl9pZCI6MSwiaGFuZGxlIjoiZmlyc3RsYXN0IiwiZXhwIjoxNjUwNjM1NDA1fQ.JGaogtDUj4SD5fsvwi9n7BeKxaKv3C0VKD6xYt32kFI&query_str= HTTP/1.1" 400 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "GET /search/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6MSwic2Vzc2lvbl9pZCI6MSwiaGFuZGxlIjoiZmlyc3RsYXN0IiwiZXhwIjoxNjUwNjM1NDA1fQ.JGaogtDUj4SD5fsvwi9n7BeKxaKv3C0VKD6xYt32kFI&query_str=MoreThanAthousandCharactersMoreThanAthousandCharactersMor++++++++eThanAt+housandCharactersMoreThanAthousandCharactersMoreThanAthousand++++++++CharactersMoreThanAthousandCharactersMoreThanAthousandCharactersMoreT++++++++hanAthousandCharactersMoreThanAthousandCharactersMoreThanAthousandCha++++++++ractersMoreThanAthousandCharactersMoreThanAthousandCharactersMoreThan++++++++AthousandCharactersMoreThanAthousandCharactersMoreThanAthousandCharac++++++++tersMoreThanAthousandCharactersMo+reThanAthousandCharactersMoreThanAt++++++++housandCharactersMoreThanAthousandCharactersMoreThanAthousandCharacte++++++++rsMoreThanAthousandCharactersMoreThanAthousandCharactersMoreThanAthou++++++++sandCharactersMoreThanAthousandCharactersMoreThanAthousandCharactersM++++++++oreThanAthousandCharactersMoreThanAthousandCharactersMoreThanA+thousa++++++++ndCharactersMoreThanAthousandCharactersMoreThanAthousandCharactersMor++++++++eT+hanAthousandCharactersMoreThanAthousandCharactersMoreThanAthousand++++++++CharactersMo+reThanAthousandCharactersMoreThanAthousandCharactersMore++++++++ThanAthousandCharacters+MoreThanAthousandCharactersMoreThanAthousandC++++++++haracters HTTP/1.1" 400 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "GET /search/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6MSwic2Vzc2lvbl9pZCI6MSwiaGFuZGxlIjoiZmlyc3RsYXN0IiwiZXhwIjoxNjUwNjM1NDA1fQ.JGaogtDUj4SD5fsvwi9n7BeKxaKv3C0VKD6xYt32kFI&query_str=hewwo HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Apr/2022 23:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
